subject,session,source_file,rule,window_id,state,label,segment_id,retained_interval_id,window_start_s,window_end_s,duration_s,observed_span_s,n_samples,fs,window_start_index,window_end_index,source_start_index,source_end_index,signal_file,sqi_pass,sqi_artifact_samples,sqi_artifact_fraction,stationarity_pass,variance_stability_metric,stationarity_pass_raw,variance_stability_metric_raw,analysis_included,exclusion_reason
,19,sample_19.csv,T60,T60_19_00001,Awake,0,2,2,5.092982769,65.1696887,60,60.07670593099999,1500,24.996219321763952,152,1652,152,1652,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.09147666747780757,True,0.13275407980381268,True,
,19,sample_19.csv,T60,T60_19_00002,Awake,0,2,2,65.20930481,125.4202273,60,60.21092248999999,1500,24.996219321763952,1652,3152,1652,3152,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.055229581525690026,True,0.03506382806474381,True,
,19,sample_19.csv,T60,T60_19_00003,Awake,0,2,2,125.4596205,185.6692958,60,60.20967529999999,1500,24.996219321763952,3152,4652,3152,4652,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.07499542607352343,True,0.056554170920784096,True,
,19,sample_19.csv,T60,T60_19_00004,Awake,0,2,2,185.7102189,245.9197886,60,60.2095697,1500,24.996219321763952,4652,6152,4652,6152,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.05236567419477885,True,0.13352753129546735,True,
,19,sample_19.csv,T60,T60_19_00005,Awake,0,2,2,245.9598603,306.1597531,60,60.199892799999986,1500,24.996219321763952,6152,7652,6152,7652,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.05094760445192105,True,0.04464107383761278,True,
,19,sample_19.csv,T60,T60_19_00006,Awake,0,2,2,306.2092972,366.410233,60,60.200935800000025,1500,24.996219321763952,7652,9152,7652,9152,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.10466628314734493,True,0.05300208027206124,True,
,19,sample_19.csv,T60,T60_19_00007,Awake,0,2,2,366.4499466,426.6602468,60,60.210300200000006,1500,24.996219321763952,9152,10652,9152,10652,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.05849672137975644,True,0.07699093609157083,True,
,19,sample_19.csv,T60,T60_19_00008,Awake,0,2,2,426.7001336,486.8999095,60,60.19977589999996,1500,24.996219321763952,10652,12152,10652,12152,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.06556634335275703,True,0.06796935137292874,True,
,19,sample_19.csv,T60,T60_19_00009,Awake,0,2,2,486.9501898,547.1594832,60,60.20929339999998,1500,24.996219321763952,12152,13652,12152,13652,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.030784377628754307,True,0.04271824511362585,True,
,19,sample_19.csv,T60,T60_19_00010,Awake,0,2,2,547.1998169,607.3994749,60,60.199658,1500,24.996219321763952,13652,15152,13652,15152,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.09464055024216815,True,0.09263149551811718,True,
,19,sample_19.csv,T60,T60_19_00011,Awake,0,2,2,607.4400334,667.6497545,60,60.209721100000024,1500,24.996219321763952,15152,16652,15152,16652,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.026584570040173575,True,0.020695301163185156,True,
,19,sample_19.csv,T60,T60_19_00012,Drowsy,1,4,3,845.0596557,905.2592716,60,60.199615900000026,1500,24.996219321763952,18081,19581,21068,22568,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.17044163919572827,True,0.17967326699823005,True,
,19,sample_19.csv,T60,T60_19_00013,Drowsy,1,4,3,905.2999516,965.5098293,60,60.20987769999999,1500,24.996219321763952,19581,21081,22568,24068,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.2993106146990849,True,0.1794612542037047,True,
,19,sample_19.csv,T60,T60_19_00014,Drowsy,1,4,3,965.5501876,1025.74939,60,60.19920239999999,1500,24.996219321763952,21081,22581,24068,25568,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.09421343185940502,True,0.12483786543036891,True,
,19,sample_19.csv,T60,T60_19_00015,Awake,0,5,4,1180.749789,1240.960149,60,60.21036000000004,1500,24.996219321763952,23452,24952,29426,30926,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.04695615267388723,True,0.09710278325543015,True,
,19,sample_19.csv,T60,T60_19_00016,Awake,0,5,4,1240.999393,1301.210073,60,60.21067999999991,1500,24.996219321763952,24952,26452,30926,32426,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.06914400559319019,True,0.09942416969015812,True,
,19,sample_19.csv,T60,T60_19_00017,Awake,0,5,4,1301.249325,1361.449853,60,60.20052800000008,1500,24.996219321763952,26452,27952,32426,33926,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.0689677996324562,True,0.0604083305019081,True,
,19,sample_19.csv,T60,T60_19_00018,Awake,0,5,4,1361.489481,1421.699692,60,60.210210999999845,1500,24.996219321763952,27952,29452,33926,35426,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.013260178187819402,True,0.10729423532201714,True,
,19,sample_19.csv,T60,T60_19_00019,Awake,0,5,4,1421.739399,1481.949722,60,60.21032300000002,1500,24.996219321763952,29452,30952,35426,36926,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.03106056133527922,True,0.06330813051597374,True,
,19,sample_19.csv,T60,T60_19_00020,Awake,0,5,4,1481.990064,1542.189899,60,60.199834999999894,1500,24.996219321763952,30952,32452,36926,38426,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.1855856470757653,True,0.154896741912054,True,
,19,sample_19.csv,T60,T60_19_00021,Awake,0,5,4,1542.229317,1602.439931,60,60.21061399999985,1500,24.996219321763952,32452,33952,38426,39926,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.09306608542276126,True,0.07016333610393491,True,
,19,sample_19.csv,T60,T60_19_00022,Awake,0,5,4,1602.47931,1662.680152,60,60.200841999999966,1500,24.996219321763952,33952,35452,39926,41426,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.06332776841626556,True,0.12641525390131628,True,
,19,sample_19.csv,T60,T60_19_00023,Awake,0,5,4,1662.719743,1722.92954,60,60.20979699999998,1500,24.996219321763952,35452,36952,41426,42926,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.01731047063661791,True,0.04246780406360648,True,
,19,sample_19.csv,T60,T60_19_00024,Awake,0,5,4,1722.970109,1783.179248,60,60.20913899999982,1500,24.996219321763952,36952,38452,42926,44426,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.08362683367519805,True,0.15111560861332957,True,
,19,sample_19.csv,T60,T60_19_00025,Awake,0,5,4,1783.21933,1843.41957,60,60.20024000000012,1500,24.996219321763952,38452,39952,44426,45926,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.04068301159729692,True,0.1742118094817594,True,
,19,sample_19.csv,T60,T60_19_00026,Awake,0,5,4,1843.460184,1903.659242,60,60.19905799999992,1500,24.996219321763952,39952,41452,45926,47426,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.007905515190209727,True,0.13850179835271784,True,
,19,sample_19.csv,T60,T60_19_00027,Awake,0,5,4,1903.699745,1963.909382,60,60.20963700000016,1500,24.996219321763952,41452,42952,47426,48926,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.13895542831118401,True,0.12548016726398545,True,
,19,sample_19.csv,T60,T60_19_00028,Awake,0,5,4,1963.949239,2024.150316,60,60.20107699999994,1500,24.996219321763952,42952,44452,48926,50426,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.027872859549140656,True,0.04304111627161261,True,
,19,sample_19.csv,T60,T60_19_00029,Awake,0,6,5,2051.289698,2111.420145,60,60.130447000000004,1500,24.996219321763952,45125,46625,51099,52599,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.04430076994854901,True,0.1304076224715044,True,
,19,sample_19.csv,T60,T60_19_00030,Awake,0,6,5,2111.460465,2171.659452,60,60.19898699999976,1500,24.996219321763952,46625,48125,52599,54099,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.09443187023880684,True,0.1375522281264231,True,
,19,sample_19.csv,T60,T60_19_00031,Awake,0,6,5,2171.699282,2231.899266,60,60.19998399999986,1500,24.996219321763952,48125,49625,54099,55599,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.06944859224534555,True,0.1597593029420738,True,
,19,sample_19.csv,T60,T60_19_00032,Awake,0,6,5,2231.93945,2292.149687,60,60.210237000000234,1500,24.996219321763952,49625,51125,55599,57099,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.12344919529699425,True,0.15784404644180652,True,
,19,sample_19.csv,T60,T60_19_00033,Awake,0,6,5,2292.189814,2352.389343,60,60.199528999999984,1500,24.996219321763952,51125,52625,57099,58599,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.06963022490233954,True,0.07716485002722197,True,
,19,sample_19.csv,T60,T60_19_00034,Awake,0,6,5,2352.429652,2412.629871,60,60.20021900000029,1500,24.996219321763952,52625,54125,58599,60099,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.11149350262935229,True,0.1291568008142104,True,
,19,sample_19.csv,T60,T60_19_00035,Drowsy,1,7,6,2568.369483,2628.569421,60,60.1999380000002,1500,24.996219321763952,55014,56514,63976,65476,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.2884111748787402,True,0.23836232001915716,True,
,19,sample_19.csv,T60,T60_19_00036,Drowsy,1,7,6,2628.609246,2688.809796,60,60.20055000000002,1500,24.996219321763952,56514,58014,65476,66976,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.1439042003573466,True,0.18449081421563257,True,
,19,sample_19.csv,T60,T60_19_00037,Drowsy,1,7,6,2688.849283,2749.040169,60,60.190885999999864,1500,24.996219321763952,58014,59514,66976,68476,T60/filtered_sessions/sample_19.csv,True,0,0.0,False,0.570669893311513,True,0.3350814801127419,False,processed_stationarity
,19,sample_19.csv,T60,T60_19_00038,Drowsy,1,7,6,2749.079513,2809.279943,60,60.20042999999987,1500,24.996219321763952,59514,61014,68476,69976,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.40279683921543447,True,0.25423898446527265,True,
,19,sample_19.csv,T60,T60_19_00039,Drowsy,1,7,6,2809.320154,2869.520181,60,60.200026999999864,1500,24.996219321763952,61014,62514,69976,71476,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.11575132693005243,True,0.11433625819856646,True,
,19,sample_19.csv,T60,T60_19_00040,Drowsy,1,7,6,2869.55924,2929.759316,60,60.20007600000008,1500,24.996219321763952,62514,64014,71476,72976,T60/filtered_sessions/sample_19.csv,True,0,0.0,True,0.19665540407817522,True,0.15751691580287097,True,
